gID	Description	MMETSP_ID	KeggID	Kegg Definition	Module Definition	Submodule1
Skcos8238	CAMNT_0000263411	MMETSP0013_2-20120614|5075 	K02732	PSMB1; 20S proteasome subunit beta 6 [EC:3.4.25.1]	Immunoproteasome [PATH:map03050] [BR:ko03051]	Proteasome
Throt1858	Locus1570v1rpkm58.51		K02728	PSMA4; 20S proteasome subunit alpha 3 [EC:3.4.25.1]	Proteasome, 20S core particle [PATH:map03050] [BR:ko03051]	Proteasome
Throt1858	Locus1570v1rpkm58.51		K02728	PSMA4; 20S proteasome subunit alpha 3 [EC:3.4.25.1]	Immunoproteasome [PATH:map03050] [BR:ko03051]	Proteasome
Skcos3169	CAMNT_0000272479	MMETSP0013_2-20120614|9609 	K02728	PSMA4; 20S proteasome subunit alpha 3 [EC:3.4.25.1]	Proteasome, 20S core particle [PATH:map03050] [BR:ko03051]	Proteasome
Skcos3169	CAMNT_0000272479	MMETSP0013_2-20120614|9609 	K02728	PSMA4; 20S proteasome subunit alpha 3 [EC:3.4.25.1]	Immunoproteasome [PATH:map03050] [BR:ko03051]	Proteasome
Skcos3499	CAMNT_0000285317	MMETSP0013_2-20120614|16028 	K02728	PSMA4; 20S proteasome subunit alpha 3 [EC:3.4.25.1]	Proteasome, 20S core particle [PATH:map03050] [BR:ko03051]	Proteasome
Skcos3499	CAMNT_0000285317	MMETSP0013_2-20120614|16028 	K02728	PSMA4; 20S proteasome subunit alpha 3 [EC:3.4.25.1]	Immunoproteasome [PATH:map03050] [BR:ko03051]	Proteasome
Throt1866	Locus1575v1rpkm58.36		K08678	UXS1; UDP-glucuronate decarboxylase [EC:4.1.1.35]	Nucleotide sugar biosynthesis, eukaryotes [PATH:map00520]	Nucleotide sugar
Throt13168	Locus10489v1rpkm9.48		K08678	UXS1; UDP-glucuronate decarboxylase [EC:4.1.1.35]	Nucleotide sugar biosynthesis, eukaryotes [PATH:map00520]	Nucleotide sugar
Skcos6094	CAMNT_0000283831	MMETSP0013_2-20120614|15285 	K08678	UXS1; UDP-glucuronate decarboxylase [EC:4.1.1.35]	Nucleotide sugar biosynthesis, eukaryotes [PATH:map00520]	Nucleotide sugar
Skcos12218	CAMNT_0000255345	MMETSP0013_2-20120614|1042 	K08678	UXS1; UDP-glucuronate decarboxylase [EC:4.1.1.35]	Nucleotide sugar biosynthesis, eukaryotes [PATH:map00520]	Nucleotide sugar
Throt1897	Locus1600v1rpkm57.66		K02730	PSMA6; 20S proteasome subunit alpha 1 [EC:3.4.25.1]	Proteasome, 20S core particle [PATH:map03050] [BR:ko03051]	Proteasome
Throt1897	Locus1600v1rpkm57.66		K02730	PSMA6; 20S proteasome subunit alpha 1 [EC:3.4.25.1]	Immunoproteasome [PATH:map03050] [BR:ko03051]	Proteasome
Skcos910	CAMNT_0000276381	MMETSP0013_2-20120614|11560 	K02730	PSMA6; 20S proteasome subunit alpha 1 [EC:3.4.25.1]	Proteasome, 20S core particle [PATH:map03050] [BR:ko03051]	Proteasome
Skcos910	CAMNT_0000276381	MMETSP0013_2-20120614|11560 	K02730	PSMA6; 20S proteasome subunit alpha 1 [EC:3.4.25.1]	Immunoproteasome [PATH:map03050] [BR:ko03051]	Proteasome
Throt1913	Locus1614v1rpkm57.37		K12835	DDX42, SF3B125; ATP-dependent RNA helicase DDX42 [EC:3.6.4.13]	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt3247	Locus2706v1rpkm36.05		K12835	DDX42, SF3B125; ATP-dependent RNA helicase DDX42 [EC:3.6.4.13]	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Skcos15419	CAMNT_0000291295	MMETSP0013_2-20120614|19017 	K12835	DDX42, SF3B125; ATP-dependent RNA helicase DDX42 [EC:3.6.4.13]	Spliceosome, U2-snRNP [PATH:map03040] [BR:ko03041]	Spliceosome
Throt1924	Locus1621v1rpkm57.23		K02966	RP-S19e, RPS19; small subunit ribosomal protein S19e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Throt1924	Locus1621v1rpkm57.23		K02966	RP-S19e, RPS19; small subunit ribosomal protein S19e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt2684	Locus2249v1rpkm42.68		K02966	RP-S19e, RPS19; small subunit ribosomal protein S19e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Throt2684	Locus2249v1rpkm42.68		K02966	RP-S19e, RPS19; small subunit ribosomal protein S19e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt13035	Locus10396v1rpkm9.57		K02966	RP-S19e, RPS19; small subunit ribosomal protein S19e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Throt13035	Locus10396v1rpkm9.57		K02966	RP-S19e, RPS19; small subunit ribosomal protein S19e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Skcos7191	CAMNT_0000271145	MMETSP0013_2-20120614|8942 	K02966	RP-S19e, RPS19; small subunit ribosomal protein S19e	Ribosome, archaea [PATH:map03010] [BR:ko03011]	Ribosome
Skcos7191	CAMNT_0000271145	MMETSP0013_2-20120614|8942 	K02966	RP-S19e, RPS19; small subunit ribosomal protein S19e	Ribosome, eukaryotes [PATH:map03010] [BR:ko03011]	Ribosome
Throt1926	Locus1623v1rpkm57.16		K01940	E6.3.4.5, argG; argininosuccinate synthase [EC:6.3.4.5]	Urea cycle [PATH:map01230 map00330]	Arginine and proline metabolism
Skcos10275	CAMNT_0000260667	MMETSP0013_2-20120614|3703 	K01940	E6.3.4.5, argG; argininosuccinate synthase [EC:6.3.4.5]	Urea cycle [PATH:map01230 map00330]	Arginine and proline metabolism
Throt1936	Locus1630v1rpkm56.95		K03950	NDUFA6; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex [PATH:map00190]	ATP synthesis
Skcos27222	CAMNT_0000317327	MMETSP0013_2-20120614|32033 	K03950	NDUFA6; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex [PATH:map00190]	ATP synthesis
Throt1949	Locus1641v1rpkm56.67		K10577	UBE2I, UBC9; ubiquitin-conjugating enzyme E2 I [EC:6.3.2.19]	Nuclear pore complex [PATH:map03013]	RNA processing
Throt1950	Locus1641v2rpkm18.44		K10577	UBE2I, UBC9; ubiquitin-conjugating enzyme E2 I [EC:6.3.2.19]	Nuclear pore complex [PATH:map03013]	RNA processing
Skcos10871	CAMNT_0000265847	MMETSP0013_2-20120614|6293 	K10577	UBE2I, UBC9; ubiquitin-conjugating enzyme E2 I [EC:6.3.2.19]	Nuclear pore complex [PATH:map03013]	RNA processing
Throt1988	Locus1673v1rpkm55.81		K02149	ATPeV1D, ATP6M; V-type H+-transporting ATPase subunit D	V-type ATPase, eukaryotes [PATH:map00190]	ATP synthesis
Skcos9790	CAMNT_0000258999	MMETSP0013_2-20120614|2869 	K02149	ATPeV1D, ATP6M; V-type H+-transporting ATPase subunit D	V-type ATPase, eukaryotes [PATH:map00190]	ATP synthesis
Throt2003	Locus1683v1rpkm55.61		K02739	PSMB7; 20S proteasome subunit beta 2 [EC:3.4.25.1]	Proteasome, 20S core particle [PATH:map03050] [BR:ko03051]	Proteasome
Skcos7253	CAMNT_0000273115	MMETSP0013_2-20120614|9927 	K02739	PSMB7; 20S proteasome subunit beta 2 [EC:3.4.25.1]	Proteasome, 20S core particle [PATH:map03050] [BR:ko03051]	Proteasome
Throt2013	Locus1692v1rpkm55.11		K14319	RANGAP1; Ran GTPase-activating protein 1	Nuclear pore complex [PATH:map03013]	RNA processing
Throt8429	Locus6920v1rpkm14.98		K14319	RANGAP1; Ran GTPase-activating protein 1	Nuclear pore complex [PATH:map03013]	RNA processing
Skcos3629	CAMNT_0000272795	MMETSP0013_2-20120614|9767 	K14319	RANGAP1; Ran GTPase-activating protein 1	Nuclear pore complex [PATH:map03013]	RNA processing
Skcos7176	CAMNT_0000270681	MMETSP0013_2-20120614|8710 	K14319	RANGAP1; Ran GTPase-activating protein 1	Nuclear pore complex [PATH:map03013]	RNA processing
Throt2025	Locus1703v1rpkm54.83		K13811	PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]	Assimilatory sulfate reduction, sulfate => H2S [PATH:map00920]	Sulfur metabolism
Throt2026	Locus1703v2rpkm3.63_PRE		K13811	PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]	Assimilatory sulfate reduction, sulfate => H2S [PATH:map00920]	Sulfur metabolism
Throt2835	Locus2375v1rpkm40.50		K13811	PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]	Assimilatory sulfate reduction, sulfate => H2S [PATH:map00920]	Sulfur metabolism
Skcos6812	CAMNT_0000273821	MMETSP0013_2-20120614|10280 	K13811	PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]	Assimilatory sulfate reduction, sulfate => H2S [PATH:map00920]	Sulfur metabolism
Throt2071	Locus1740v1rpkm53.86		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Formaldehyde assimilation, serine pathway [PATH:map01200 map00680]	Methane metabolism
Throt2071	Locus1740v1rpkm53.86		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Photorespiration [PATH:map00630]	Other carbohydrate metabolism
Throt2071	Locus1740v1rpkm53.86		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, prokaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Throt2071	Locus1740v1rpkm53.86		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, eukaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Throt6697	Locus5525v1rpkm18.91		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Formaldehyde assimilation, serine pathway [PATH:map01200 map00680]	Methane metabolism
Throt6697	Locus5525v1rpkm18.91		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Photorespiration [PATH:map00630]	Other carbohydrate metabolism
Throt6697	Locus5525v1rpkm18.91		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, prokaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Throt6697	Locus5525v1rpkm18.91		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, eukaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Throt6698	Locus5525v2rpkm1.22_PRE		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Formaldehyde assimilation, serine pathway [PATH:map01200 map00680]	Methane metabolism
Throt6698	Locus5525v2rpkm1.22_PRE		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Photorespiration [PATH:map00630]	Other carbohydrate metabolism
Throt6698	Locus5525v2rpkm1.22_PRE		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, prokaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Throt6698	Locus5525v2rpkm1.22_PRE		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, eukaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Throt13573	Locus10813v1rpkm9.13		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Formaldehyde assimilation, serine pathway [PATH:map01200 map00680]	Methane metabolism
Throt13573	Locus10813v1rpkm9.13		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Photorespiration [PATH:map00630]	Other carbohydrate metabolism
Throt13573	Locus10813v1rpkm9.13		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, prokaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Throt13573	Locus10813v1rpkm9.13		K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, eukaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Skcos1816	CAMNT_0000273859	MMETSP0013_2-20120614|10299 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Formaldehyde assimilation, serine pathway [PATH:map01200 map00680]	Methane metabolism
Skcos1816	CAMNT_0000273859	MMETSP0013_2-20120614|10299 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Photorespiration [PATH:map00630]	Other carbohydrate metabolism
Skcos1816	CAMNT_0000273859	MMETSP0013_2-20120614|10299 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, prokaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Skcos1816	CAMNT_0000273859	MMETSP0013_2-20120614|10299 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, eukaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Skcos7467	CAMNT_0000265619	MMETSP0013_2-20120614|6179 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Formaldehyde assimilation, serine pathway [PATH:map01200 map00680]	Methane metabolism
Skcos7467	CAMNT_0000265619	MMETSP0013_2-20120614|6179 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Photorespiration [PATH:map00630]	Other carbohydrate metabolism
Skcos7467	CAMNT_0000265619	MMETSP0013_2-20120614|6179 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, prokaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Skcos7467	CAMNT_0000265619	MMETSP0013_2-20120614|6179 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, eukaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Skcos12368	CAMNT_0000261049	MMETSP0013_2-20120614|3894 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Formaldehyde assimilation, serine pathway [PATH:map01200 map00680]	Methane metabolism
Skcos12368	CAMNT_0000261049	MMETSP0013_2-20120614|3894 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	Photorespiration [PATH:map00630]	Other carbohydrate metabolism
Skcos12368	CAMNT_0000261049	MMETSP0013_2-20120614|3894 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, prokaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Skcos12368	CAMNT_0000261049	MMETSP0013_2-20120614|3894 	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	C1-unit interconversion, eukaryotes [PATH:map00670]	Cofactor and vitamin biosynthesis
Throt2078	Locus1744v3rpkm3.21_PRE		K14007	SEC24; protein transport protein SEC24	COPII complex [PATH:map04141]	Protein processing
Skcos2904	CAMNT_0000279485	MMETSP0013_2-20120614|13112 	K14007	SEC24; protein transport protein SEC24	COPII complex [PATH:map04141]	Protein processing
Throt2082	Locus1748v1rpkm53.71		K03963	NDUFB7; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex [PATH:map00190]	ATP synthesis
Skcos2447	CAMNT_0000279695	MMETSP0013_2-20120614|13217 	K03963	NDUFB7; NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit 7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex [PATH:map00190]	ATP synthesis
Throt2086	Locus1752v1rpkm53.55		K01702	LEU1; 3-isopropylmalate dehydratase [EC:4.2.1.33]	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Skcos12828	CAMNT_0000261801	MMETSP0013_2-20120614|4270 	K01702	LEU1; 3-isopropylmalate dehydratase [EC:4.2.1.33]	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate [PATH:map01210 map01230 map00290]	Branched-chain amino acid metabolism
Throt2104	Locus1765v1rpkm53.28		K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Throt2104	Locus1765v1rpkm53.28		K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	Carbon fixation
Throt2104	Locus1765v1rpkm53.28		K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030]	Central carbohydrate metabolism
Throt2104	Locus1765v1rpkm53.28		K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	Central carbohydrate metabolism
Throt2104	Locus1765v1rpkm53.28		K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	Central carbohydrate metabolism
Throt19075	Locus14983v1rpkm5.50		K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Throt19075	Locus14983v1rpkm5.50		K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	Carbon fixation
Throt19075	Locus14983v1rpkm5.50		K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030]	Central carbohydrate metabolism
Throt19075	Locus14983v1rpkm5.50		K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	Central carbohydrate metabolism
Throt19075	Locus14983v1rpkm5.50		K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	Central carbohydrate metabolism
Skcos1732	CAMNT_0000271233	MMETSP0013_2-20120614|8986 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Skcos1732	CAMNT_0000271233	MMETSP0013_2-20120614|8986 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	Carbon fixation
Skcos1732	CAMNT_0000271233	MMETSP0013_2-20120614|8986 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030]	Central carbohydrate metabolism
Skcos1732	CAMNT_0000271233	MMETSP0013_2-20120614|8986 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	Central carbohydrate metabolism
Skcos1732	CAMNT_0000271233	MMETSP0013_2-20120614|8986 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	Central carbohydrate metabolism
Skcos3769	CAMNT_0000279511	MMETSP0013_2-20120614|13125 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Skcos3769	CAMNT_0000279511	MMETSP0013_2-20120614|13125 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	Carbon fixation
Skcos3769	CAMNT_0000279511	MMETSP0013_2-20120614|13125 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030]	Central carbohydrate metabolism
Skcos3769	CAMNT_0000279511	MMETSP0013_2-20120614|13125 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	Central carbohydrate metabolism
Skcos3769	CAMNT_0000279511	MMETSP0013_2-20120614|13125 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	Central carbohydrate metabolism
Skcos5061	CAMNT_0000273909	MMETSP0013_2-20120614|10324 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	Carbon fixation
Skcos5061	CAMNT_0000273909	MMETSP0013_2-20120614|10324 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	Carbon fixation
Skcos5061	CAMNT_0000273909	MMETSP0013_2-20120614|10324 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway (Pentose phosphate cycle) [PATH:map01200 map00030]	Central carbohydrate metabolism
Skcos5061	CAMNT_0000273909	MMETSP0013_2-20120614|10324 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	Central carbohydrate metabolism
Skcos5061	CAMNT_0000273909	MMETSP0013_2-20120614|10324 	K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	Central carbohydrate metabolism
Throt2111	Locus1771v1rpkm53.16		K01895	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	Methanogenesis, acetate => methane [PATH:map01200 map00680]	Methane metabolism
Throt11941	Locus9555v1rpkm10.58		K01895	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	Methanogenesis, acetate => methane [PATH:map01200 map00680]	Methane metabolism
Skcos9457	CAMNT_0000261715	MMETSP0013_2-20120614|4227 	K01895	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	Methanogenesis, acetate => methane [PATH:map01200 map00680]	Methane metabolism
Skcos22979	CAMNT_0000310713	MMETSP0013_2-20120614|28726 	K01895	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	Methanogenesis, acetate => methane [PATH:map01200 map00680]	Methane metabolism
Skcos23072	CAMNT_0000312729	MMETSP0013_2-20120614|29734 	K01895	ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]	Methanogenesis, acetate => methane [PATH:map01200 map00680]	Methane metabolism
Throt2117	Locus1775v1rpkm52.89		K02725	PSMA1; 20S proteasome subunit alpha 6 [EC:3.4.25.1]	Proteasome, 20S core particle [PATH:map03050] [BR:ko03051]	Proteasome
Throt2117	Locus1775v1rpkm52.89		K02725	PSMA1; 20S proteasome subunit alpha 6 [EC:3.4.25.1]	Immunoproteasome [PATH:map03050] [BR:ko03051]	Proteasome
Skcos3545	CAMNT_0000269825	MMETSP0013_2-20120614|8282 	K02725	PSMA1; 20S proteasome subunit alpha 6 [EC:3.4.25.1]	Proteasome, 20S core particle [PATH:map03050] [BR:ko03051]	Proteasome
Skcos3545	CAMNT_0000269825	MMETSP0013_2-20120614|8282 	K02725	PSMA1; 20S proteasome subunit alpha 6 [EC:3.4.25.1]	Immunoproteasome [PATH:map03050] [BR:ko03051]	Proteasome
Throt2144	Locus1795v4rpkm6.54		K03144	TFIIH4, GTF2H4, TFB2; transcription initiation factor TFIIH subunit 4	Holo-TFIIH complex [PATH:map03420] [BR:ko03021 ko03400]	Repair system
Skcos10099	CAMNT_0000254621	MMETSP0013_2-20120614|680 	K03144	TFIIH4, GTF2H4, TFB2; transcription initiation factor TFIIH subunit 4	Holo-TFIIH complex [PATH:map03420] [BR:ko03021 ko03400]	Repair system
